,File name,Net string,Traces
33,BPI_Challenge_2012.dcaae451-0d80-45e1-a21f-580a09d87397.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_CANCELLED'), (n5, 'O_SENT'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'O_CANCELLED')->n3, (n6, 'W_Nabellen incomplete dossiers')->n2, (n7, 'O_CREATED')->n1, n1->(n5, 'O_SENT'), n2->(n7, 'O_CREATED'), n3->(n5, 'O_SENT') ], [], [])","[['O_CANCELLED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'O_SENT'], ['W_Nabellen incomplete dossiers', 'O_CREATED', 'O_CANCELLED', 'O_SENT'], ['W_Nabellen incomplete dossiers', 'O_CANCELLED', 'O_CREATED', 'O_SENT']]"
34,BPI_Challenge_2012.0064a212-a5ed-4a12-947a-b4ee3d1b4564.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'W_Valideren aanvraag'), (n5, 'A_APPROVED'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'W_Valideren aanvraag')->n1, (n7, 'O_CREATED')->n2, (n7, 'O_CREATED')->n3, n1->(n5, 'A_APPROVED'), n2->(n4, 'W_Valideren aanvraag'), n3->(n6, 'W_Nabellen incomplete dossiers') ], [], [])","[['O_CREATED', 'W_Nabellen incomplete dossiers', 'W_Valideren aanvraag', 'A_APPROVED'], ['O_CREATED', 'W_Valideren aanvraag', 'A_APPROVED', 'W_Nabellen incomplete dossiers'], ['O_CREATED', 'W_Valideren aanvraag', 'W_Nabellen incomplete dossiers', 'A_APPROVED']]"
35,BPI_Challenge_2012.cd76a7f0-e1d5-4042-bd92-7cc6e89c4757.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_CANCELLED'), (n5, 'A_ACTIVATED'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'O_CANCELLED')->n1, (n6, 'W_Nabellen incomplete dossiers')->n2, (n7, 'O_CREATED')->n3, n1->(n5, 'A_ACTIVATED'), n2->(n5, 'A_ACTIVATED'), n3->(n6, 'W_Nabellen incomplete dossiers') ], [], [])","[['O_CREATED', 'W_Nabellen incomplete dossiers', 'O_CANCELLED', 'A_ACTIVATED'], ['O_CANCELLED', 'O_CREATED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED'], ['O_CREATED', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED']]"
36,BPI_Challenge_2012.19b0bbee-d7b8-4667-bf8d-b39ea17f819d.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'W_Valideren aanvraag'), (n5, 'A_APPROVED'), (n6, 'O_ACCEPTED'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'W_Valideren aanvraag')->n1, (n7, 'O_CREATED')->n2, (n7, 'O_CREATED')->n3, n1->(n5, 'A_APPROVED'), n2->(n6, 'O_ACCEPTED'), n3->(n4, 'W_Valideren aanvraag') ], [], [])","[['O_CREATED', 'O_ACCEPTED', 'W_Valideren aanvraag', 'A_APPROVED'], ['O_CREATED', 'W_Valideren aanvraag', 'A_APPROVED', 'O_ACCEPTED'], ['O_CREATED', 'W_Valideren aanvraag', 'O_ACCEPTED', 'A_APPROVED']]"
37,BPI_Challenge_2012.3304a063-1c03-4fa7-b8b3-34737579e674.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_SENT_BACK'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'O_CREATED') ]
arcs: [ (n5, 'O_SENT_BACK')->n1, (n5, 'O_SENT_BACK')->n3, (n6, 'W_Nabellen incomplete dossiers')->n2, n1->(n6, 'W_Nabellen incomplete dossiers'), n2->(n7, 'O_CREATED'), n3->(n4, 'O_SELECTED') ], [], [])","[['O_SENT_BACK', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'O_SELECTED'], ['O_SENT_BACK', 'O_SELECTED', 'W_Nabellen incomplete dossiers', 'O_CREATED'], ['O_SENT_BACK', 'W_Nabellen incomplete dossiers', 'O_SELECTED', 'O_CREATED']]"
38,BPI_Challenge_2012.3b50dd9f-e80d-4031-8242-42e7ea704a81.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SENT_BACK'), (n5, 'O_ACCEPTED'), (n6, 'A_ACTIVATED'), (n7, 'W_Nabellen incomplete dossiers') ]
arcs: [ (n4, 'O_SENT_BACK')->n1, (n4, 'O_SENT_BACK')->n2, (n7, 'W_Nabellen incomplete dossiers')->n3, n1->(n7, 'W_Nabellen incomplete dossiers'), n2->(n5, 'O_ACCEPTED'), n3->(n6, 'A_ACTIVATED') ], [], [])","[['O_SENT_BACK', 'O_ACCEPTED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED'], ['O_SENT_BACK', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED', 'O_ACCEPTED'], ['O_SENT_BACK', 'W_Nabellen incomplete dossiers', 'O_ACCEPTED', 'A_ACTIVATED']]"
39,BPI_Challenge_2012.3c900653-3559-4c4b-99a1-450e3809ac4c.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_CANCELLED'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n6, 'O_SENT')->n1, (n6, 'O_SENT')->n2, (n7, 'O_CREATED')->n3, n1->(n4, 'O_SELECTED'), n2->(n5, 'O_CANCELLED'), n3->(n6, 'O_SENT') ], [], [])","[['O_CREATED', 'O_SENT', 'O_SELECTED', 'O_CANCELLED'], ['O_CREATED', 'O_SENT', 'O_CANCELLED', 'O_SELECTED']]"
40,BPI_Challenge_2012.bfc1c94b-6ac2-4396-a6e3-81d17d5dddfa.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_ACCEPTED'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'O_SELECTED')->n1, (n6, 'O_SENT')->n3, (n7, 'O_CREATED')->n2, n1->(n6, 'O_SENT'), n2->(n5, 'O_ACCEPTED'), n3->(n5, 'O_ACCEPTED') ], [], [])","[['O_SELECTED', 'O_SENT', 'O_CREATED', 'O_ACCEPTED'], ['O_SELECTED', 'O_CREATED', 'O_SENT', 'O_ACCEPTED'], ['O_CREATED', 'O_SELECTED', 'O_SENT', 'O_ACCEPTED']]"
41,BPI_Challenge_2012.98b2528d-c5ae-456e-8fbe-2f880487c632.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_ACCEPTED'), (n5, 'A_ACTIVATED'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'O_CREATED') ]
arcs: [ (n6, 'W_Nabellen incomplete dossiers')->n1, (n7, 'O_CREATED')->n2, (n7, 'O_CREATED')->n3, n1->(n5, 'A_ACTIVATED'), n2->(n4, 'O_ACCEPTED'), n3->(n6, 'W_Nabellen incomplete dossiers') ], [], [])","[['O_CREATED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED', 'O_ACCEPTED'], ['O_CREATED', 'W_Nabellen incomplete dossiers', 'O_ACCEPTED', 'A_ACTIVATED'], ['O_CREATED', 'O_ACCEPTED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED']]"
42,BPI_Challenge_2012.1fba2b4d-0560-4d2c-a1c6-0eba6a4f177c.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'A_ACTIVATED'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'O_SELECTED')->n1, (n6, 'W_Nabellen incomplete dossiers')->n2, (n7, 'O_CREATED')->n3, n1->(n6, 'W_Nabellen incomplete dossiers'), n2->(n5, 'A_ACTIVATED'), n3->(n6, 'W_Nabellen incomplete dossiers') ], [], [])","[['O_SELECTED', 'O_CREATED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED'], ['O_CREATED', 'O_SELECTED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED']]"
43,BPI_Challenge_2012.ed1fce6d-1c1e-4d4b-8b68-f48f4bf79640.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SENT_BACK'), (n5, 'O_SENT'), (n6, 'A_FINALIZED'), (n7, 'O_CREATED') ]
arcs: [ (n5, 'O_SENT')->n1, (n6, 'A_FINALIZED')->n3, (n7, 'O_CREATED')->n2, n1->(n4, 'O_SENT_BACK'), n2->(n5, 'O_SENT'), n3->(n4, 'O_SENT_BACK') ], [], [])","[['A_FINALIZED', 'O_CREATED', 'O_SENT', 'O_SENT_BACK'], ['O_CREATED', 'O_SENT', 'A_FINALIZED', 'O_SENT_BACK'], ['O_CREATED', 'A_FINALIZED', 'O_SENT', 'O_SENT_BACK']]"
44,BPI_Challenge_2012.fba096f9-bb46-4110-bf70-92d2150b2835.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'A_ACTIVATED'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'O_SELECTED')->n1, (n6, 'W_Nabellen incomplete dossiers')->n2, (n7, 'O_CREATED')->n3, n1->(n5, 'A_ACTIVATED'), n2->(n5, 'A_ACTIVATED'), n3->(n6, 'W_Nabellen incomplete dossiers') ], [], [])","[['O_SELECTED', 'O_CREATED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED'], ['O_CREATED', 'O_SELECTED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED'], ['O_CREATED', 'W_Nabellen incomplete dossiers', 'O_SELECTED', 'A_ACTIVATED']]"
45,BPI_Challenge_2012.f31e8d0a-4a24-405e-b7ab-b9a6353a15c2.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_ACCEPTED'), (n5, 'O_SENT'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'O_CREATED') ]
arcs: [ (n5, 'O_SENT')->n2, (n7, 'O_CREATED')->n1, (n7, 'O_CREATED')->n3, n1->(n5, 'O_SENT'), n2->(n4, 'O_ACCEPTED'), n3->(n6, 'W_Nabellen incomplete dossiers') ], [], [])","[['O_CREATED', 'W_Nabellen incomplete dossiers', 'O_SENT', 'O_ACCEPTED'], ['O_CREATED', 'O_SENT', 'O_ACCEPTED', 'W_Nabellen incomplete dossiers'], ['O_CREATED', 'O_SENT', 'W_Nabellen incomplete dossiers', 'O_ACCEPTED']]"
46,BPI_Challenge_2012.608ddf76-3edc-4ddf-9ec5-b0ee2c3fdbd1.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'W_Valideren aanvraag'), (n5, 'A_APPROVED'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'W_Valideren aanvraag')->n1, (n7, 'O_CREATED')->n2, (n7, 'O_CREATED')->n3, n1->(n5, 'A_APPROVED'), n2->(n6, 'O_SENT'), n3->(n4, 'W_Valideren aanvraag') ], [], [])","[['O_CREATED', 'W_Valideren aanvraag', 'O_SENT', 'A_APPROVED'], ['O_CREATED', 'O_SENT', 'W_Valideren aanvraag', 'A_APPROVED'], ['O_CREATED', 'W_Valideren aanvraag', 'A_APPROVED', 'O_SENT']]"
47,BPI_Challenge_2012.4e949a7e-3d6a-4192-a3a0-83b8673711a8.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'A_APPROVED'), (n5, 'O_SENT'), (n6, 'A_REGISTERED'), (n7, 'O_CREATED') ]
arcs: [ (n5, 'O_SENT')->n1, (n7, 'O_CREATED')->n2, (n7, 'O_CREATED')->n3, n1->(n6, 'A_REGISTERED'), n2->(n4, 'A_APPROVED'), n3->(n5, 'O_SENT') ], [], [])","[['O_CREATED', 'O_SENT', 'A_REGISTERED', 'A_APPROVED'], ['O_CREATED', 'O_SENT', 'A_APPROVED', 'A_REGISTERED'], ['O_CREATED', 'A_APPROVED', 'O_SENT', 'A_REGISTERED']]"
48,BPI_Challenge_2012.657dbf1d-d38b-4348-ae4f-ce19325ee3ff.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'A_CANCELLED'), (n5, 'O_CANCELLED'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n5, 'O_CANCELLED')->n3, (n6, 'O_SENT')->n1, (n7, 'O_CREATED')->n2, n1->(n4, 'A_CANCELLED'), n2->(n6, 'O_SENT'), n3->(n6, 'O_SENT') ], [], [])","[['O_CANCELLED', 'O_CREATED', 'O_SENT', 'A_CANCELLED'], ['O_CREATED', 'O_CANCELLED', 'O_SENT', 'A_CANCELLED']]"
49,BPI_Challenge_2012.2d62f1dc-d53c-42a2-a272-db4ef00346f2.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_ACCEPTED'), (n5, 'O_SENT'), (n6, 'A_REGISTERED'), (n7, 'O_CREATED') ]
arcs: [ (n5, 'O_SENT')->n1, (n7, 'O_CREATED')->n2, (n7, 'O_CREATED')->n3, n1->(n6, 'A_REGISTERED'), n2->(n5, 'O_SENT'), n3->(n4, 'O_ACCEPTED') ], [], [])","[['O_CREATED', 'O_ACCEPTED', 'O_SENT', 'A_REGISTERED'], ['O_CREATED', 'O_SENT', 'O_ACCEPTED', 'A_REGISTERED'], ['O_CREATED', 'O_SENT', 'A_REGISTERED', 'O_ACCEPTED']]"
50,BPI_Challenge_2012.420f65f1-c007-48db-a393-0975c4a9a589.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SENT_BACK'), (n5, 'O_CANCELLED'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'O_SENT_BACK')->n1, (n4, 'O_SENT_BACK')->n3, (n6, 'W_Nabellen incomplete dossiers')->n2, n1->(n6, 'W_Nabellen incomplete dossiers'), n2->(n7, 'O_CREATED'), n3->(n5, 'O_CANCELLED') ], [], [])","[['O_SENT_BACK', 'O_CANCELLED', 'W_Nabellen incomplete dossiers', 'O_CREATED'], ['O_SENT_BACK', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'O_CANCELLED'], ['O_SENT_BACK', 'W_Nabellen incomplete dossiers', 'O_CANCELLED', 'O_CREATED']]"
51,BPI_Challenge_2012.ad1bf3ca-655d-4ea2-9473-bf66c02e7092.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SENT_BACK'), (n5, 'W_Valideren aanvraag'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n6, 'O_SENT')->n1, (n7, 'O_CREATED')->n2, (n7, 'O_CREATED')->n3, n1->(n4, 'O_SENT_BACK'), n2->(n6, 'O_SENT'), n3->(n5, 'W_Valideren aanvraag') ], [], [])","[['O_CREATED', 'O_SENT', 'O_SENT_BACK', 'W_Valideren aanvraag'], ['O_CREATED', 'W_Valideren aanvraag', 'O_SENT', 'O_SENT_BACK'], ['O_CREATED', 'O_SENT', 'W_Valideren aanvraag', 'O_SENT_BACK']]"
52,BPI_Challenge_2012.3aaa7e17-b984-4cf8-9301-a1d2b46ee1fa.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_SENT'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'A_REGISTERED') ]
arcs: [ (n4, 'O_SELECTED')->n2, (n4, 'O_SELECTED')->n3, (n5, 'O_SENT')->n1, n1->(n7, 'A_REGISTERED'), n2->(n6, 'W_Nabellen incomplete dossiers'), n3->(n5, 'O_SENT') ], [], [])","[['O_SELECTED', 'O_SENT', 'A_REGISTERED', 'W_Nabellen incomplete dossiers'], ['O_SELECTED', 'W_Nabellen incomplete dossiers', 'O_SENT', 'A_REGISTERED'], ['O_SELECTED', 'O_SENT', 'W_Nabellen incomplete dossiers', 'A_REGISTERED']]"
53,BPI_Challenge_2012.966a8360-77db-4cd8-bf1d-bf5cf7cb1f4c.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SENT'), (n5, 'A_ACTIVATED'), (n6, 'A_REGISTERED'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'O_SENT')->n1, (n7, 'O_CREATED')->n2, (n7, 'O_CREATED')->n3, n1->(n6, 'A_REGISTERED'), n2->(n5, 'A_ACTIVATED'), n3->(n4, 'O_SENT') ], [], [])","[['O_CREATED', 'O_SENT', 'A_REGISTERED', 'A_ACTIVATED'], ['O_CREATED', 'O_SENT', 'A_ACTIVATED', 'A_REGISTERED'], ['O_CREATED', 'A_ACTIVATED', 'O_SENT', 'A_REGISTERED']]"
54,BPI_Challenge_2012.8da129a6-99e6-481a-a3c0-5c008765975b.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_ACCEPTED'), (n5, 'O_SENT'), (n6, 'A_REGISTERED'), (n7, 'O_CREATED') ]
arcs: [ (n5, 'O_SENT')->n1, (n5, 'O_SENT')->n3, (n7, 'O_CREATED')->n2, n1->(n6, 'A_REGISTERED'), n2->(n5, 'O_SENT'), n3->(n4, 'O_ACCEPTED') ], [], [])","[['O_CREATED', 'O_SENT', 'O_ACCEPTED', 'A_REGISTERED'], ['O_CREATED', 'O_SENT', 'A_REGISTERED', 'O_ACCEPTED']]"
55,BPI_Challenge_2012.28e062b2-6736-4d93-965e-c796b0063e42.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SENT_BACK'), (n5, 'O_CANCELLED'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n5, 'O_CANCELLED')->n3, (n6, 'O_SENT')->n1, (n7, 'O_CREATED')->n2, n1->(n4, 'O_SENT_BACK'), n2->(n6, 'O_SENT'), n3->(n6, 'O_SENT') ], [], [])","[['O_CANCELLED', 'O_CREATED', 'O_SENT', 'O_SENT_BACK'], ['O_CREATED', 'O_CANCELLED', 'O_SENT', 'O_SENT_BACK']]"
56,BPI_Challenge_2012.5477599c-71a1-43ec-9eaf-530c9d37429f.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'A_CANCELLED'), (n5, 'O_SELECTED'), (n6, 'O_SENT'), (n7, 'W_Nabellen incomplete dossiers') ]
arcs: [ (n5, 'O_SELECTED')->n2, (n5, 'O_SELECTED')->n3, (n6, 'O_SENT')->n1, n1->(n4, 'A_CANCELLED'), n2->(n7, 'W_Nabellen incomplete dossiers'), n3->(n6, 'O_SENT') ], [], [])","[['O_SELECTED', 'O_SENT', 'A_CANCELLED', 'W_Nabellen incomplete dossiers'], ['O_SELECTED', 'W_Nabellen incomplete dossiers', 'O_SENT', 'A_CANCELLED'], ['O_SELECTED', 'O_SENT', 'W_Nabellen incomplete dossiers', 'A_CANCELLED']]"
57,BPI_Challenge_2012.7c928206-afc8-425a-9694-4facad47a1ad.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_CANCELLED'), (n6, 'O_SENT'), (n7, 'W_Wijzigen contractgegevens') ]
arcs: [ (n4, 'O_SELECTED')->n2, (n5, 'O_CANCELLED')->n3, (n7, 'W_Wijzigen contractgegevens')->n1, n1->(n4, 'O_SELECTED'), n2->(n6, 'O_SENT'), n3->(n6, 'O_SENT') ], [], [])","[['O_CANCELLED', 'W_Wijzigen contractgegevens', 'O_SELECTED', 'O_SENT'], ['W_Wijzigen contractgegevens', 'O_SELECTED', 'O_CANCELLED', 'O_SENT'], ['W_Wijzigen contractgegevens', 'O_CANCELLED', 'O_SELECTED', 'O_SENT']]"
58,BPI_Challenge_2012.2dd224a2-1c9d-41fc-b77f-fdc8b2d288c6.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_SENT'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'O_CREATED') ]
arcs: [ (n5, 'O_SENT')->n1, (n7, 'O_CREATED')->n2, (n7, 'O_CREATED')->n3, n1->(n4, 'O_SELECTED'), n2->(n5, 'O_SENT'), n3->(n6, 'W_Nabellen incomplete dossiers') ], [], [])","[['O_CREATED', 'W_Nabellen incomplete dossiers', 'O_SENT', 'O_SELECTED'], ['O_CREATED', 'O_SENT', 'O_SELECTED', 'W_Nabellen incomplete dossiers'], ['O_CREATED', 'O_SENT', 'W_Nabellen incomplete dossiers', 'O_SELECTED']]"
59,BPI_Challenge_2012.a251888a-c848-436c-ad70-c7ed35c1965e.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'W_Valideren aanvraag'), (n5, 'O_ACCEPTED'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n6, 'O_SENT')->n3, (n7, 'O_CREATED')->n1, (n7, 'O_CREATED')->n2, n1->(n6, 'O_SENT'), n2->(n4, 'W_Valideren aanvraag'), n3->(n5, 'O_ACCEPTED') ], [], [])","[['O_CREATED', 'W_Valideren aanvraag', 'O_SENT', 'O_ACCEPTED'], ['O_CREATED', 'O_SENT', 'W_Valideren aanvraag', 'O_ACCEPTED'], ['O_CREATED', 'O_SENT', 'O_ACCEPTED', 'W_Valideren aanvraag']]"
60,BPI_Challenge_2012.a8e2053f-f7f0-41b0-840b-8fb83e1a2a70.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'W_Valideren aanvraag'), (n5, 'O_CANCELLED'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n6, 'O_SENT')->n1, (n7, 'O_CREATED')->n2, (n7, 'O_CREATED')->n3, n1->(n5, 'O_CANCELLED'), n2->(n6, 'O_SENT'), n3->(n4, 'W_Valideren aanvraag') ], [], [])","[['O_CREATED', 'W_Valideren aanvraag', 'O_SENT', 'O_CANCELLED'], ['O_CREATED', 'O_SENT', 'W_Valideren aanvraag', 'O_CANCELLED'], ['O_CREATED', 'O_SENT', 'O_CANCELLED', 'W_Valideren aanvraag']]"
61,BPI_Challenge_2012.11fbb10c-0881-415e-8674-8907bc2de899.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'A_ACTIVATED'), (n6, 'W_Nabellen incomplete dossiers'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'O_SELECTED')->n2, (n6, 'W_Nabellen incomplete dossiers')->n3, (n7, 'O_CREATED')->n1, n1->(n5, 'A_ACTIVATED'), n2->(n6, 'W_Nabellen incomplete dossiers'), n3->(n5, 'A_ACTIVATED') ], [], [])","[['O_CREATED', 'O_SELECTED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED'], ['O_SELECTED', 'W_Nabellen incomplete dossiers', 'O_CREATED', 'A_ACTIVATED'], ['O_SELECTED', 'O_CREATED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED']]"
62,BPI_Challenge_2012.e7c90d39-8fa9-49c3-ade5-477c5ae002e3.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_SENT'), (n6, 'A_ACCEPTED'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'O_SELECTED')->n2, (n6, 'A_ACCEPTED')->n3, (n7, 'O_CREATED')->n1, n1->(n5, 'O_SENT'), n2->(n5, 'O_SENT'), n3->(n4, 'O_SELECTED') ], [], [])","[['A_ACCEPTED', 'O_SELECTED', 'O_CREATED', 'O_SENT'], ['A_ACCEPTED', 'O_CREATED', 'O_SELECTED', 'O_SENT'], ['O_CREATED', 'A_ACCEPTED', 'O_SELECTED', 'O_SENT']]"
63,BPI_Challenge_2012.430b2104-4320-44fd-9192-247d89797f8f.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'O_SELECTED'), (n6, 'O_CANCELLED'), (n7, 'O_SENT'), (n8, 'W_Wijzigen contractgegevens') ]
arcs: [ (n5, 'O_SELECTED')->n3, (n6, 'O_CANCELLED')->n4, (n8, 'W_Wijzigen contractgegevens')->n1, (n8, 'W_Wijzigen contractgegevens')->n2, n1->(n5, 'O_SELECTED'), n2->(n6, 'O_CANCELLED'), n3->(n7, 'O_SENT'), n4->(n7, 'O_SENT') ], [], [])","[['W_Wijzigen contractgegevens', 'O_SELECTED', 'O_CANCELLED', 'O_SENT'], ['W_Wijzigen contractgegevens', 'O_CANCELLED', 'O_SELECTED', 'O_SENT']]"
64,BPI_Challenge_2012.daff0008-2f9e-4487-a96a-370fa3a7835a.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_SENT_BACK'), (n6, 'O_SENT'), (n7, 'W_Nabellen incomplete dossiers') ]
arcs: [ (n4, 'O_SELECTED')->n2, (n4, 'O_SELECTED')->n3, (n6, 'O_SENT')->n1, n1->(n5, 'O_SENT_BACK'), n2->(n7, 'W_Nabellen incomplete dossiers'), n3->(n6, 'O_SENT') ], [], [])","[['O_SELECTED', 'W_Nabellen incomplete dossiers', 'O_SENT', 'O_SENT_BACK'], ['O_SELECTED', 'O_SENT', 'O_SENT_BACK', 'W_Nabellen incomplete dossiers'], ['O_SELECTED', 'O_SENT', 'W_Nabellen incomplete dossiers', 'O_SENT_BACK']]"
65,BPI_Challenge_2012.fc3d48a0-17da-4b37-93f1-59329737450e.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_SELECTED'), (n5, 'O_SENT'), (n6, 'W_Wijzigen contractgegevens'), (n7, 'O_CREATED') ]
arcs: [ (n4, 'O_SELECTED')->n3, (n6, 'W_Wijzigen contractgegevens')->n1, (n7, 'O_CREATED')->n2, n1->(n4, 'O_SELECTED'), n2->(n5, 'O_SENT'), n3->(n5, 'O_SENT') ], [], [])","[['W_Wijzigen contractgegevens', 'O_CREATED', 'O_SELECTED', 'O_SENT'], ['O_CREATED', 'W_Wijzigen contractgegevens', 'O_SELECTED', 'O_SENT'], ['W_Wijzigen contractgegevens', 'O_SELECTED', 'O_CREATED', 'O_SENT']]"
66,BPI_Challenge_2012.f576ee6a-4ad7-4050-b116-d2640003a3d7.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'A_APPROVED'), (n5, 'O_ACCEPTED'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n6, 'O_SENT')->n3, (n7, 'O_CREATED')->n1, (n7, 'O_CREATED')->n2, n1->(n4, 'A_APPROVED'), n2->(n6, 'O_SENT'), n3->(n5, 'O_ACCEPTED') ], [], [])","[['O_CREATED', 'A_APPROVED', 'O_SENT', 'O_ACCEPTED'], ['O_CREATED', 'O_SENT', 'A_APPROVED', 'O_ACCEPTED'], ['O_CREATED', 'O_SENT', 'O_ACCEPTED', 'A_APPROVED']]"
67,BPI_Challenge_2012.c0bb00d8-1916-4c98-b241-048b66ba25ab.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'O_ACCEPTED'), (n5, 'O_CANCELLED'), (n6, 'O_SENT'), (n7, 'O_CREATED') ]
arcs: [ (n5, 'O_CANCELLED')->n3, (n6, 'O_SENT')->n2, (n7, 'O_CREATED')->n1, n1->(n6, 'O_SENT'), n2->(n4, 'O_ACCEPTED'), n3->(n6, 'O_SENT') ], [], [])","[['O_CANCELLED', 'O_CREATED', 'O_SENT', 'O_ACCEPTED'], ['O_CREATED', 'O_CANCELLED', 'O_SENT', 'O_ACCEPTED']]"
